COD_SECRE;ANNO;SPD_SECRETARIA;SPD_COD_SECRE;SPD_COD_DEPTO;SPD_NOMBRE_DEPTO;SPD_COD_MUN;SPD_NOMBRE_MUN;ID_EE;SPD_DANE_EE;SPD_NOM_ESTABLECIMIENTO;ID_SEDE;SPD_DANE_SEDE;SPD_NOMBRE_SEDE;TIPO_DOC;SPD_RAZON_DESERC_TRABAJAR;SPD_RAZON_DESERC_PADRES_A_TEMPRANA_EDAD;SPD_RAZON_DESERC_SALUD_DEL_ESTUDIANTE;SPD_RAZON_DESERC_EXTRAEDAD;SPD_RAZON_DESERC_BAJO_RENDIMIENTO_ESCOLAR;SPD_RAZON_DESERC_PROBLEMAS_DE_LECTURA;SPD_RAZON_DESERC_PROBLEMAS_DE_ESCRITURA;SPD_RAZON_DESERC_PROBLEMAS_DE_ORALIDAD;SPD_RAZON_DESERC_EXPULSION_DE_ESTUDIANTE;SPD_RAZON_DESERC_REPITENCIA;SPD_RAZON_DESERC_POCO_GUSTO_POR_EL_ESTUDIO;SPD_RAZON_DESERC_DIFICULTADES_ACADEMICAS;SPD_RAZON_DESERC_LAS_METODOLOGÍAS_Y_PROCESOS_PEDAGÓGICOS_NO_RESPONDEN_A_SUS_PARTICULARIDADES;SPD_RAZON_DESERC_NO_EXISTE_FORMACIÓN_SOBRE_PLAN_DE_VIDA;SPD_RAZON_DESERC_NO_EXISTE_ORIENTACIÓN_SOCIO-OCUPACIONAL;SPD_RAZON_DESERC_PIENSA_QUE_EL_ESTUDIO_NO_LE_SERVIRÁ_DE_NADA;SPD_RAZON_DESERC_CAMBIO_DE_RESIDENCIA;SPD_RAZON_DESERC_DESEMPLEO_DE_LOS_PADRES_O_ACUDIENTES;SPD_RAZON_DESERC_MUERTE_DE_LOS_PADRES;SPD_RAZON_DESERC_DESPLAZAMIENTO_FORZADO;SPD_RAZON_DESERC_POCA_IMPORTANCIA_A_LA_EDUCACIÓN_POR_PARTE_DE_LOS_PADRES_O_ACUDIENTES;SPD_RAZON_DESERC_CAMBIO_DE_PAIS;SPD_RAZON_DESERC_HACINAMIENTO;SPD_RAZON_DESERC_PROBLEMAS_INFRAESTRUCTURA;SPD_RAZON_DESERC_TRATO_AGRESIVO;SPD_RAZON_DESERC_DISCRIMINACION;SPD_RAZON_DESERC_ESTABLECIMIENTO_EN_ZONA_NO_SEGURA;SPD_RAZON_DESERC_ESTABLECIMIENTO_EN_ZONA_LEJANA;SPD_RAZON_DESERC_ESTABLECIMIENTO_EN_ZONA_DE_DESASTRES;SPD_RAZON_DESERC_OFERTA_INCOMPLETA_DE_GRADOS;SPD_RAZON_DESERC_PLANTA_DOCENTE_INCOMPLETA;SPD_RAZON_DESERC_INSUFICIENCIA_ATENCION_PSICOSOCIAL;SPD_RAZON_DESERC_PRACTICAS_PEDAGOGICAS_INADECUADAS;SPD_RAZON_DESERC_JORNADAS_NO_ADECUADAS_AL_TIEMPO_DEL_ESTUDIANTE;SPD_RAZON_DESERC_COSTOS_EDUCATIVOS;SPD_RAZON_DESERC_OFERTA_NO_INCLUSIVA;SPD_RAZON_DESERC_CONFLICTOS_ENTRE_ESTUDIANTES;SPD_RAZON_DESERC_CONFLICTOS_ENTRE_DOCENTES;SPD_RAZON_DESERC_CONFLICTOS_ENTRE_DIRECTIVOS;SPD_RAZON_DESERC_CONFLICTOS_ENTRE_ESTUDIANTES_Y_DOCENTES;SPD_RAZON_DESERC_CONFLICTOS_ENTRE_ESTUDIANTES_Y_DIRECTIVOS;SPD_RAZON_DESERC_CONFLICTOS_ENTRE_DOCENTES_Y_DIRECTIVOS;SPD_RAZON_DESERC_PANDILLISMO;SPD_RAZON_DESERC_PROSTITUCION;SPD_RAZON_DESERC_DROGADICCION;SPD_RAZON_DESERC_PRESENCIA_DE_GRUPOS_ARMADOS;SPD_RAZON_DESERC_INSEGURIDAD;SPD_RAZON_DESERC_ACOSO_ESCOLAR;SPD_RAZON_DESERC_MATONEO_ESCOLAR_(BULLYING);SPD_RAZON_DESERC_PRESENCIA_DE_MINAS;SPD_RAZON_DESERC_RIESGO_DE_RECLUTAMIENTO;SPD_RAZON_DESERC_CULTIVOS_ILICITOS;SPD_RAZON_DESERC_DISTANCIA_HOGAR_AL_ESTABLECIMIENTO;SPD_RAZON_DESERC_OTRAS;apoyo academico;srpa;ANNO_INF;CODIGO_SED;SECRETARIA;DEPTO;MUN_CODIGO;Divipola_MUNICIPIO;DANE_EE;NOMBRE_ESTABLECIMIENTO;DANE_SEDE;NOMBRE_SEDE;CONS_SEDE;DEPTO_DE_EXPEDICION_DOC;MUN_DE_EXPEDICION_DOC;RES_DEPTO;RES_MUN;ESTRATO;SISBEN;NAC_DEPTO;NAC_MUN;GENERO;POBLACION_VICTIMA_CONFLICTO;DPTO_EXP;MUN_EXP;PROVIENE_DEL_SECTOR_PRIVADO;PROVIENE_DE_OTRO_MUNICIPIO;TIPO_DE_DISCAPACIDAD;CAPACIDADES_EXCEPCIONALES;ETNIA;RESGUARDO;INS_FAMILIAR;JORNADA;CARACTER;ESPECIALIDAD;GRADO;GRUPO;METODOLOGIA;SUBSIDIADO;REPITENTE;NUEVO;SITUACION_ACADEMICA_AÑO_ANTERIOR;CONDICION_DEL_ALUMNO_AL_FINALIZAR_EL_AÑO_ANTERIOR;FUE_RECU;ZONA__ALU;MADRE_CABEZA_DE_FAMILIA;BENEF._MADRE_CABEZA_DE_FLIA;BENEF._VETERANOS;BENEF.HERORES;INTERNADO;NUM_CONVENIO;SEDE_ID;ESTADOSEDE;EST_ID;SECTOR;CALENDARIO;ZONA_DE_ATENCIÓN;EDAD;NIVEL_CONPES;MES_FINAL;MESES_ATENCION_6A;04_ATENDIDO;04_CODIGO_SED;05_ATENDIDO;05_CODIGO_SED;06_ATENDIDO;06_CODIGO_SED;07_ATENDIDO;07_CODIGO_SED;08_ATENDIDO;08_CODIGO_SED;09_ATENDIDO;09_CODIGO_SED;10_ATENDIDO;10_CODIGO_SED;11_ATENDIDO;11_CODIGO_SED;CONPES_POB_ATENDIDA;COD_SED;INDICE_DE_DESERCION;FECHA_CORTE
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;34531;376001036882;CENTRO EDUCATIVO AUTONOMO;66379;376001036882;CENTRO EDUCATIVO AUTONOMO;TI:TARJETA DE IDENTIDAD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001036882;CENTRO EDUCATIVO AUTONOMO;376001036882;CENTRO EDUCATIVO AUTONOMO;37600103688201;;;;;ESTRATO 1;;;;MASCULINO;SI ES POBLACION VICTIMA;;;SI;NO;;;NEGRITUDES;NO APLICA;I E Primitivo Crespo Sede Centro Infantil Semillitas;MAÑANA;NO APLICA;NO APLICA;NOVENO;0901;NIÑOS Y JÓVENES;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;132674;956;97709;NO OFICIAL;A;URBANA;16;MEDIA;10;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:27.433
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;34585;376001003551;COLEGIO LA PIEDAD;66439;376001003551;COLEGIO LA PIEDAD;TI:TARJETA DE IDENTIDAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001003551;COLEGIO LA PIEDAD;376001003551;COLEGIO LA PIEDAD;37600100355101;VALLE DEL CAUCA;BUENAVENTURA;VALLE DEL CAUCA;CALI;ESTRATO 1;;VALLE DEL CAUCA;BUENAVENTURA;MASCULINO;SI ES POBLACION VICTIMA;;;NO;SI;;;AFRODESCENDIENTE;NO APLICA;NO APLICA;MAÑANA;NO APLICA;NO APLICA;NOVENO;A;NIÑOS Y JÓVENES;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;132591;956;97626;NO OFICIAL;A;URBANA;15;MEDIA;4;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:27.443
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;95318;376001033492;LICEO LOS PINOS;173706;376001033492;LICEO LOS PINOS;RC:REGISTRO CIVIL DE NACIMIENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001033492;LICEO LOS PINOS;376001033492;LICEO LOS PINOS;37600103349201;TOLIMA;ATACO;VALLE DEL CAUCA;CALI;ESTRATO 1;;TOLIMA;ATACO;MASCULINO;SI ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;FINCA CHALET PORTOFINO;MAÑANA;NO APLICA;NO APLICA;CICLO 5 ADULTOS;2501;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;130991;956;96026;NO OFICIAL;A;URBANA;17;;8;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:27.467
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;94909;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;174008;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;CC:CÉDULA DE CIUDADANÍA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;37600104282301;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 1;;VALLE DEL CAUCA;CALI;FEMENINO;NO ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;NO APLICA;NOCTURNA;NO APLICA;NO APLICA;CICLO 6 ADULTOS;2626;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;127874;956;92908;NO OFICIAL;B;URBANA;29;;6;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:27.493
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;801586;376001043463;EDUCACION FORMAL POR CICLOS CETEC;967707;376001043463;EDUCACIÓN FORMAL POR CICLOS CETEC - SEDE PRINCIPAL.;CC:CÉDULA DE CIUDADANÍA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001043463;EDUCACION FORMAL POR CICLOS CETEC;376001043463;EDUCACIÓN FORMAL POR CICLOS CETEC - SEDE PRINCIPAL.;37600104346301;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 3;;HUILA;PITALITO;MASCULINO;NO ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;NO APLICA;TARDE;NO APLICA;NO APLICA;CICLO 6 ADULTOS;1601;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;184839;956;142082;NO OFICIAL;B;URBANA;19;;4;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:42.28
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;34502;376001014439;COLEGIO MIXTO LUZ Y VIDA;66346;376001014439;COLEGIO MIXTO LUZ Y VIDA;RC:REGISTRO CIVIL DE NACIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001014439;COLEGIO MIXTO LUZ Y VIDA;376001014439;COLEGIO MIXTO LUZ Y VIDA;37600101443901;CHOCÓ;EL LITORAL DEL SAN JUAN;VALLE DEL CAUCA;CALI;ESTRATO 1;;CHOCÓ;EL LITORAL DEL SAN JUAN;FEMENINO;SI ES POBLACION VICTIMA;;;NO;SI;;;NEGRITUDES;NO APLICA;Encuentro Docente Litoral de San Juan cuatro;MAÑANA;TÉCNICA;OTRO;DÉCIMO;1003;NIÑOS Y JÓVENES;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;128077;956;93111;NO OFICIAL;A;URBANA;16;SIN NIVEL;9;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:42.283
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;35085;376001012673;CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA;75013;376001012673;CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA;TI:TARJETA DE IDENTIDAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001012673;CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA;376001012673;CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA;37600101267301;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 2;;VALLE DEL CAUCA;CALI;MASCULINO;NO ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;NO APLICA;COMPLETA;TÉCNICA;INDUSTRIAL;DÉCIMO;1002;NIÑOS Y JÓVENES;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;127749;956;92783;NO OFICIAL;A;URBANA;14;SIN NIVEL;5;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:42.313
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;34555;376001030396;COLEGIO VIDA NUEVA;66407;376001030396;COLEGIO VIDA NUEVA;TI:TARJETA DE IDENTIDAD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001030396;COLEGIO VIDA NUEVA;376001030396;COLEGIO VIDA NUEVA;37600103039601;ANTIOQUIA;LA ESTRELLA;VALLE DEL CAUCA;CALI;ESTRATO 3;;ANTIOQUIA;LA ESTRELLA;FEMENINO;NO ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;NO APLICA;MAÑANA;NO APLICA;NO APLICA;OCTAVO;806;NIÑOS Y JÓVENES;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;128282;956;93316;NO OFICIAL;A;URBANA;14;MEDIA;8;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:42.347
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;34555;376001030396;COLEGIO VIDA NUEVA;66407;376001030396;COLEGIO VIDA NUEVA;TI:TARJETA DE IDENTIDAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001030396;COLEGIO VIDA NUEVA;376001030396;COLEGIO VIDA NUEVA;37600103039601;SANTANDER;BUCARAMANGA;VALLE DEL CAUCA;CALI;ESTRATO 1;;SANTANDER;BUCARAMANGA;MASCULINO;SI ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;ASOCIACION DEPARTAMENTAL DE COLEGIOS PRIVADOS DE SANTANDER ADERCOP Rionegro EF;MAÑANA;NO APLICA;NO APLICA;QUINTO;503;NIÑOS Y JÓVENES;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;128282;956;93316;NO OFICIAL;A;URBANA;14;BÁSICA SECUNDARIA;8;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:43.327
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;94909;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;174008;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;CC:CÉDULA DE CIUDADANÍA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;37600104282301;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 2;;VALLE DEL CAUCA;CALI;FEMENINO;NO ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;NO APLICA;NOCTURNA;NO APLICA;NO APLICA;CICLO 3 ADULTOS;2302;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;127874;956;92908;NO OFICIAL;B;URBANA;30;;4;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:45.08
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;34502;376001014439;COLEGIO MIXTO LUZ Y VIDA;66346;376001014439;COLEGIO MIXTO LUZ Y VIDA;CC:CÉDULA DE CIUDADANÍA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001014439;COLEGIO MIXTO LUZ Y VIDA;376001014439;COLEGIO MIXTO LUZ Y VIDA;37600101443901;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 1;;VALLE DEL CAUCA;CALI;MASCULINO;NO ES POBLACION VICTIMA;;;NO;SI;;;AFRODESCENDIENTE;NO APLICA;NO APLICA;MAÑANA;TÉCNICA;OTRO;ONCE;1105;NIÑOS Y JÓVENES;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;128077;956;93111;NO OFICIAL;A;URBANA;24;SIN NIVEL;5;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:45.087
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;94909;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;174008;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;TI:TARJETA DE IDENTIDAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;37600104282301;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 1;;VALLE DEL CAUCA;CALI;MASCULINO;NO ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;NO APLICA;TARDE;NO APLICA;NO APLICA;CICLO 6 ADULTOS;2616;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;127874;956;92908;NO OFICIAL;B;URBANA;19;;6;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:45.1
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;94909;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;174008;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;CC:CÉDULA DE CIUDADANÍA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;37600104282301;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 1;;VALLE DEL CAUCA;CALI;FEMENINO;NO ES POBLACION VICTIMA;;;NO;SI;;;AFRODESCENDIENTE;NO APLICA;NO APLICA;NOCTURNA;NO APLICA;NO APLICA;CICLO 6 ADULTOS;2623;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;127874;956;92908;NO OFICIAL;B;URBANA;20;;6;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:45.13
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;34502;376001014439;COLEGIO MIXTO LUZ Y VIDA;66346;376001014439;COLEGIO MIXTO LUZ Y VIDA;CC:CÉDULA DE CIUDADANÍA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001014439;COLEGIO MIXTO LUZ Y VIDA;376001014439;COLEGIO MIXTO LUZ Y VIDA;37600101443901;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 2;;VALLE DEL CAUCA;CALI;FEMENINO;NO ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;NO APLICA;MAÑANA;TÉCNICA;OTRO;ONCE;1105;NIÑOS Y JÓVENES;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;128077;956;93111;NO OFICIAL;A;URBANA;24;SIN NIVEL;5;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:42.377
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;94909;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;174008;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;CC:CÉDULA DE CIUDADANÍA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;37600104282301;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 1;;VALLE DEL CAUCA;CALI;MASCULINO;NO ES POBLACION VICTIMA;;;SI;SI;;;NO APLICA;NO APLICA;NO APLICA;NOCTURNA;NO APLICA;NO APLICA;CICLO 6 ADULTOS;2625;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;127874;956;92908;NO OFICIAL;B;URBANA;25;;6;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:42.38
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;95318;376001033492;LICEO LOS PINOS;173706;376001033492;LICEO LOS PINOS;TI:TARJETA DE IDENTIDAD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001033492;LICEO LOS PINOS;376001033492;LICEO LOS PINOS;37600103349201;CAUCA;CORINTO;VALLE DEL CAUCA;CALI;ESTRATO 0;;CAUCA;CORINTO;FEMENINO;NO ES POBLACION VICTIMA;;;NO;SI;;;PAEZ (AUTODENOMINACION NASA);NO APLICA;NO APLICA;MAÑANA;NO APLICA;NO APLICA;CICLO 5 ADULTOS;2502;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;RURAL;NO;NO;NO;NO;NINGUNO;;130991;956;96026;NO OFICIAL;A;URBANA;17;;8;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:42.39
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;94909;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;174008;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;TI:TARJETA DE IDENTIDAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;376001042823;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;37600104282301;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 2;;VALLE DEL CAUCA;CALI;MASCULINO;NO ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;NO APLICA;NOCTURNA;NO APLICA;NO APLICA;CICLO 6 ADULTOS;2602;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;127874;956;92908;NO OFICIAL;B;URBANA;19;;6;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:42.397
188;2025;CALI;188;76;VALLE DEL CAUCA;76001;CALI;95318;376001033492;LICEO LOS PINOS;173706;376001033492;LICEO LOS PINOS;TI:TARJETA DE IDENTIDAD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2025;188;CALI;VALLE DEL CAUCA;1;CALI;376001033492;LICEO LOS PINOS;376001033492;LICEO LOS PINOS;37600103349201;VALLE DEL CAUCA;CALI;VALLE DEL CAUCA;CALI;ESTRATO 1;;VALLE DEL CAUCA;CALI;MASCULINO;NO ES POBLACION VICTIMA;;;NO;SI;;;NO APLICA;NO APLICA;NO APLICA;MAÑANA;NO APLICA;NO APLICA;CICLO 3 ADULTOS;01;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;NO;NO;SI;;;NO APLICA;URBANA;NO;NO;NO;NO;NINGUNO;;130991;956;96026;NO OFICIAL;A;URBANA;15;;8;0;;;;;;;;;;;;;;;0;188;;188;;2025-12-13 07:49:42.44
